31,1610612766,1610612766,1610612766,1610612766,1610612766,1610612766,1610612766,1610612766,1610612766,-536870882,-536870882,-536870882,-536870882,-536870882,-536870882,-536870882,-536870882,-536870882,-536870882,-536870882,-536870882,1610612766,1610612766,-2147483617,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-2147483618,-1073741792,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,1610612768,29,-1073741792,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,1073741856,29,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-2147483618,30,29,29,29,29,29,29,-2147483618,29,30,29,29,29,29,29,29,29,29,29,29,29,-2147483618,29,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-2147483618,30,28,28,28,28,28,28,-2147483618,29,30,28,28,28,28,28,28,28,28,28,28,28,-2147483618,29,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-2147483618,30,26,26,27,27,26,26,-2147483618,29,30,26,27,27,26,26,27,27,26,26,27,27,-2147483618,29,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-2147483618,30,26,26,27,27,26,26,-2147483618,29,30,26,27,27,26,26,27,27,26,26,27,27,-2147483618,29,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-2147483618,30,27,27,26,26,27,27,-2147483618,29,30,27,26,26,27,27,26,26,27,27,26,26,-2147483618,29,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-2147483618,30,27,27,26,26,27,27,-2147483618,29,30,27,26,26,27,27,26,26,27,27,26,26,-2147483618,29,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-2147483618,30,26,26,27,27,26,26,-2147483618,29,30,26,27,27,26,26,27,27,26,26,27,27,-2147483618,29,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-2147483618,30,26,26,27,27,26,26,-2147483618,29,30,26,27,31,1610612766,1610612766,1610612766,-536870882,-536870882,-536870882,-536870882,-536870882,32,29,-2147483616,1610612766,1610612766,1610612766,1610612766,1610612766,1610612766,-2147483617,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-2147483618,30,27,27,26,26,27,27,-2147483618,29,30,27,26,-1073741794,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-2147483618,30,27,27,26,26,27,27,-2147483618,-1073741792,-1073741793,27,26,1073741855,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,1073741856,29,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-2147483618,30,26,26,27,27,26,26,1610612767,-536870881,29,26,27,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,-2147483618,29,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-2147483618,30,26,26,27,27,26,26,29,29,28,26,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,-2147483618,29,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-2147483618,30,27,27,26,26,27,27,28,28,27,27,26,26,27,27,26,26,27,27,26,26,27,27,26,26,27,27,26,-2147483618,29,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-2147483618,30,27,27,26,26,27,27,26,26,27,27,26,26,27,27,26,26,27,27,26,26,27,27,26,26,27,27,26,-2147483618,29,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-2147483618,30,26,26,27,27,26,26,27,27,26,26,27,27,26,26,27,27,26,26,27,27,26,26,27,31,1610612766,1610612766,1610612766,32,29,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-2147483618,-2147483616,1610612766,1610612766,1610612766,1610612766,1610612766,1610612766,1610612766,-1610612705,26,26,27,27,26,26,27,27,31,-2147483617,27,27,26,26,27,-1073741794,-1073741792,-1610612706,-1610612706,1073741856,29,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-2147483618,29,29,-1073741792,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1073741793,27,27,26,26,27,27,26,26,1073741855,-1073741793,26,26,27,27,26,-1073741794,30,19,-2147483629,-2147483618,29,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-2147483618,29,29,30,29,29,29,29,29,29,27,27,26,26,27,27,26,26,29,29,26,26,27,27,26,-1073741794,30,19,-2147483629,-2147483618,29,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-2147483618,-1073741792,-1610612706,-1073741793,28,28,28,28,28,28,26,26,27,27,26,26,27,27,28,28,27,27,26,26,27,-1073741794,30,19,-2147483629,-2147483618,29,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-2147483618,1073741854,29,29,27,27,26,26,27,27,26,26,27,27,26,26,27,27,26,26,27,27,26,26,27,1073741855,-1073741793,19,-2147483629,-2147483618,29,-2147483616,-536870882,-536870882,1610612766,1610612766,1610612766,1610612766,1610612766,1610612766,1610612766,1610612766,1610612766,1610612766,1610612766,1610612766,1610612766,-2147483617
-2147483618,1073741854,28,28,26,26,27,27,26,26,27,27,26,26,27,27,26,26,27,27,26,26,27,27,26,29,29,19,-2147483629,-2147483618,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30
-2147483618,30,27,27,26,26,27,27,26,26,27,27,26,26,27,27,26,26,27,27,26,26,27,27,26,28,28,20,-2147483628,1073741855,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,1610612768,30
-2147483618,30,26,26,27,27,26,26,27,27,26,26,27,27,26,26,27,27,26,26,27,27,26,26,27,27,26,26,27,29,29,1073741836,-1073741812,29,29,1073741836,-1073741812,29,29,1073741836,-1073741812,29,29,1073741836,-1073741812,29,-2147483618,30
-2147483618,30,26,26,27,27,26,26,27,27,26,26,27,27,26,26,27,27,26,26,27,27,26,26,27,27,26,26,27,29,29,12,-2147483636,29,29,12,-2147483636,29,29,12,-2147483636,29,29,12,-2147483636,29,-2147483618,30
-2147483618,-2147483616,1610612766,1610612766,-1610612705,26,27,31,1610612766,1610612766,1610612766,1610612766,1610612766,1610612766,-1610612705,27,26,26,31,-2147483617,26,26,27,27,26,26,27,27,26,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,-2147483618,30
-2147483618,-1073741792,-1610612706,-1610612706,-1073741793,26,27,1073741855,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1073741793,27,26,26,1073741855,-1073741793,26,26,27,27,26,26,27,27,26,26,27,27,26,26,27,27,26,26,27,27,26,26,27,27,26,26,-2147483618,30
-2147483618,30,29,29,29,27,26,29,29,29,29,29,29,29,29,26,27,27,29,29,27,27,26,26,27,27,26,26,27,27,26,26,27,27,26,26,27,27,26,26,27,27,26,26,27,27,-2147483618,30
-2147483618,30,28,28,28,27,26,28,28,28,28,28,28,28,28,26,27,27,28,28,27,27,26,26,27,27,26,26,27,27,26,26,27,27,26,26,27,27,26,26,27,27,26,26,27,27,-2147483618,30
-2147483618,30,27,27,26,26,27,27,26,26,27,27,26,26,27,27,26,26,27,27,26,26,27,27,26,26,27,27,26,31,1610612766,1610612766,1610612766,1610612766,1610612766,1610612766,1610612766,1610612766,1610612766,1610612766,1610612766,1610612766,1610612766,1610612766,1610612766,1610612766,32,30
-2147483618,30,27,27,26,26,27,27,26,26,27,27,26,26,27,27,26,26,27,27,26,26,27,27,26,26,27,27,26,-2147483618,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30
-2147483618,30,26,26,27,27,26,26,27,27,26,26,27,27,26,26,31,1610612766,1610612766,1610612766,1610612766,1610612766,1610612766,1610612766,1610612766,1610612766,1610612766,1610612766,1610612766,32,29,-1073741792,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1610612706,-1073741793
-2147483618,30,26,26,27,27,26,26,27,27,26,26,27,27,26,26,-2147483618,-1073741792,29,29,29,29,29,29,29,29,29,29,29,29,29,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
